model,scenario_idx,n_turns,agreement_type,score_a,score_b,joint_score,parse_failure,implicit_agreement,inconsistent_allocation,zero_value_hoarding,prompt_leakage,repetitive_loop,max_turns_hit,single_word_turns,parenthetical_aside,no_proposal,ultimatum,agent_parroting,meta_commentary,value_revelation,exceeds_available,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
allenai_OLMo-3-7B-Instruct,57,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,58,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,59,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,5,16,implicit,9,9,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
allenai_OLMo-3-7B-Instruct,60,16,implicit,6,1,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,61,16,implicit,9,4,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,62,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,63,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
allenai_OLMo-3-7B-Instruct,64,16,implicit,10,2,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,65,16,implicit,6,8,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,66,2,leave,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,67,16,implicit,8,8,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,68,16,implicit,10,6,16,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,1,1
allenai_OLMo-3-7B-Instruct,69,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,6,2,leave,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,70,16,implicit,2,10,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,71,16,implicit,9,3,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,72,2,leave,6,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,73,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,74,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,75,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,76,16,implicit,6,2,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,77,16,implicit,10,4,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,78,16,implicit,2,10,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,79,16,implicit,10,2,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,7,16,implicit,9,4,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,80,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,81,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,82,2,leave,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,83,16,implicit,10,6,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,84,2,leave,6,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
allenai_OLMo-3-7B-Instruct,85,16,implicit,8,2,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,86,2,leave,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai_OLMo-3-7B-Instruct,87,14,leave,7,5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
allenai_OLMo-3-7B-Instruct,88,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,89,16,implicit,5,0,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,8,16,implicit,8,6,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,90,16,implicit,6,2,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,91,16,implicit,8,6,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,92,16,implicit,5,2,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
allenai_OLMo-3-7B-Instruct,93,16,implicit,8,5,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,94,16,implicit,7,10,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,95,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,96,16,implicit,5,6,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,97,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,98,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
allenai_OLMo-3-7B-Instruct,99,16,implicit,6,5,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
allenai_OLMo-3-7B-Instruct,9,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
gemini-3.1-pro-preview,0,15,implicit,8,8,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,10,15,implicit,6,8,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,11,15,implicit,8,6,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,12,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,13,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,14,15,implicit,8,8,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,15,15,implicit,9,7,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,16,15,implicit,6,6,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,17,15,implicit,6,8,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,18,15,implicit,9,5,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,19,15,implicit,5,9,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,1,15,implicit,9,6,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,20,15,implicit,8,7,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,21,15,implicit,7,8,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,22,15,implicit,9,7,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,23,15,implicit,7,9,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,24,15,implicit,5,10,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,25,15,implicit,10,5,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,26,15,implicit,6,5,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,27,15,implicit,5,6,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,28,15,implicit,8,6,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,29,15,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
gemini-3.1-pro-preview,2,15,implicit,6,10,16,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,30,15,implicit,4,6,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,31,15,implicit,10,8,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,32,15,implicit,6,10,16,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,33,15,implicit,10,8,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,34,15,implicit,8,5,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,35,15,implicit,5,8,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,36,15,implicit,9,7,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,37,15,implicit,6,10,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,38,15,implicit,10,8,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,39,15,implicit,8,10,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,3,15,implicit,10,9,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,40,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,41,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,42,15,implicit,4,8,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,43,15,implicit,10,8,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,44,15,implicit,8,10,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,45,15,implicit,6,10,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,46,15,implicit,10,6,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,47,15,implicit,10,8,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,48,15,implicit,8,10,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,49,15,implicit,6,8,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,4,15,implicit,5,9,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,50,15,implicit,8,6,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,51,15,implicit,8,6,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,52,15,implicit,8,6,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,53,15,implicit,8,9,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,54,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,55,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,56,15,implicit,6,7,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,57,15,implicit,2,8,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
gemini-3.1-pro-preview,58,15,implicit,7,8,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,59,15,implicit,8,7,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,5,15,implicit,9,5,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,60,15,implicit,8,7,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,61,15,implicit,7,8,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,62,15,implicit,7,9,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,63,15,implicit,9,7,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,64,15,implicit,2,8,10,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,65,15,implicit,10,8,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,66,15,implicit,8,10,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,67,15,implicit,8,8,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,68,15,implicit,8,8,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,69,15,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
gemini-3.1-pro-preview,6,15,implicit,5,7,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,70,15,implicit,5,6,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,71,15,implicit,6,5,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,72,15,implicit,6,6,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,73,15,implicit,7,8,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,74,15,implicit,4,7,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,75,15,implicit,7,4,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,76,15,implicit,4,8,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,77,15,implicit,8,4,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,78,15,implicit,6,7,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,79,15,implicit,7,6,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,7,15,implicit,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,80,15,implicit,10,6,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,81,15,implicit,6,10,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,82,15,implicit,6,10,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,83,15,implicit,5,8,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,84,15,implicit,5,8,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,85,15,implicit,8,5,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,86,15,implicit,7,6,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,87,15,implicit,6,7,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,88,15,implicit,10,5,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,89,15,implicit,5,10,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,8,15,implicit,8,6,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,90,15,implicit,6,8,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,91,15,implicit,8,6,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1
gemini-3.1-pro-preview,92,15,implicit,5,8,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,93,15,implicit,8,5,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,94,15,implicit,8,8,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,95,15,implicit,8,8,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,96,15,implicit,6,7,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,97,15,implicit,6,5,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,98,15,implicit,5,6,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,99,15,implicit,6,5,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
gemini-3.1-pro-preview,9,15,implicit,6,8,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
