pattern,episode,item,true_location,other_location,belief,mia_opening,ava_response,final_choice,correct
The X you're looking for is Y,10,brush,drawer,counter,shared_truth,The brush you're looking for is right there on the drawer.,"Thanks, I'll look on the drawer. LEAVE.",drawer,1
The X you're looking for is Y,10,brush,drawer,counter,ignorance,The brush you're looking for is right there on the drawer.,I'll look in the drawer then. LEAVE,drawer,1
The X you're looking for is Y,11,bulb,box,shelf,shared_truth,The bulb you're looking for is on the box.,I will check the box. LEAVE.,box,1
The X you're looking for is Y,11,bulb,box,shelf,ignorance,The bulb you're looking for is on the box.,I'll check the box then. LEAVE,box,1
The X you're looking for is Y,12,cable,desk,floor underneath,shared_truth,The cable you're looking for is right here on the desk.,"Perfect, I'll check the desk. LEAVE.",desk,1
The X you're looking for is Y,12,cable,desk,floor underneath,ignorance,The cable you're looking for is right here on the desk.,"Thanks, I'll look on the desk. LEAVE",desk,1
The X you're looking for is Y,13,camera,shelf,bag,shared_truth,The camera you're looking for is on the shelf.,"Great, I will check the shelf. LEAVE",shelf,1
The X you're looking for is Y,13,camera,shelf,bag,ignorance,The camera you're looking for is on the shelf.,I'll check the shelf. LEAVE.,shelf,1
The X you're looking for is Y,14,candle,mantle,side table,shared_truth,The candle you're looking for is on the mantle.,"Thank you, I will check the mantle. LEAVE",mantle,1
The X you're looking for is Y,14,candle,mantle,side table,ignorance,The candle you're looking for is on the mantle.,I will check the mantle then. LEAVE.,mantle,1
The X you're looking for is Y,15,chain,hook,box,shared_truth,The chain you're looking for is on the hook.,"Thanks, I'll check the hook. LEAVE",hook,1
The X you're looking for is Y,15,chain,hook,box,ignorance,The chain you're looking for is on the hook.,I'll check the hook then. LEAVE.,hook,1
The X you're looking for is Y,16,chalk,box,chalk tray,shared_truth,The chalk you're looking for is in the box.,I will check the box. LEAVE,box,1
The X you're looking for is Y,16,chalk,box,chalk tray,ignorance,The chalk you're looking for is in the box.,"Thanks, I'll check the box. LEAVE.",box,1
The X you're looking for is Y,17,charger,desk,bed,shared_truth,The charger you're looking for is on the desk.,"Great, I'll check the desk. LEAVE",desk,1
The X you're looking for is Y,17,charger,desk,bed,ignorance,The charger you're looking for is on the desk.,"Thanks, I'll look on the desk. LEAVE",desk,1
The X you're looking for is Y,18,clip,desk,paper tray,shared_truth,The clip you're looking for is on the desk.,"Thanks, I'll check the desk. LE",,
The X you're looking for is Y,18,clip,desk,paper tray,ignorance,The clip you're looking for is on the desk.,"Thanks, I'll check the desk. LEAVE.",desk,1
The X you're looking for is Y,19,clipboard,desk,shelf,shared_truth,The clipboard you're looking for is on the desk.,"Thanks, I'll check the desk. LEAVE.",desk,1
The X you're looking for is Y,19,clipboard,desk,shelf,ignorance,The clipboard you're looking for is on the desk.,"Got it, I'll check the desk. LEAVE",desk,1
The X you're looking for is Y,20,cloth,basket,drying rack,shared_truth,The cloth you're looking for is right there on the basket.,I'll check the basket then. LEAVE.,basket,1
The X you're looking for is Y,20,cloth,basket,drying rack,ignorance,The cloth you're looking for is right there on the basket.,I'll check the basket. LEAVE.,basket,1
The X you're looking for is Y,21,coin,pocket,jar,shared_truth,The coin you're looking for is in the coat pocket.,I'll check the coat pocket then. LEAVE,pocket,1
The X you're looking for is Y,21,coin,pocket,jar,ignorance,The coin you're looking for is in the coat pocket.,"Got it, I'll check the coat pocket. LEAVE",pocket,1
The X you're looking for is Y,22,comb,drawer,shelf,shared_truth,The comb you're looking for is on the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
The X you're looking for is Y,22,comb,drawer,shelf,ignorance,The comb you're looking for is on the drawer.,I'll check the drawer. LEAVE.,drawer,1
The X you're looking for is Y,23,cord,basket,desk,shared_truth,The cord you're looking for is on the basket.,I'll check the basket then. LEAVE.,basket,1
The X you're looking for is Y,23,cord,basket,desk,ignorance,The cord you're looking for is on the basket.,"Thanks, I'll check the basket. LEAVE.",basket,1
The X you're looking for is Y,24,cup,shelf,table,shared_truth,The cup you're looking for is on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1
The X you're looking for is Y,24,cup,shelf,table,ignorance,The cup you're looking for is on the shelf.,"Thanks, I'll check the shelf. LEAVE.",shelf,1
The X you're looking for is Y,25,dice,table,cup,shared_truth,The dice you're looking for is on the table.,I will check the table. LEAVE,table,1
The X you're looking for is Y,25,dice,table,cup,ignorance,The dice you're looking for is on the table.,I will check the table. LEAVE,table,1
The X you're looking for is Y,26,drill,bench,tool case,shared_truth,The drill you're looking for is on the workbench.,"Thanks, I'll check the workbench. LEAVE.",bench,1
The X you're looking for is Y,26,drill,bench,tool case,ignorance,The drill you're looking for is on the workbench.,"Thanks, I'll look on the workbench. LEAVE",bench,1
The X you're looking for is Y,27,fan,shelf,floor,shared_truth,The fan you're looking for is on the shelf.,I'll check the shelf then. LEAVE,shelf,1
The X you're looking for is Y,27,fan,shelf,floor,ignorance,The fan you're looking for is on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1
The X you're looking for is Y,28,film,shelf,drawer,shared_truth,The film you're looking for is on the shelf.,Thank you. I will check the shelf. LEAVE,shelf,1
The X you're looking for is Y,28,film,shelf,drawer,ignorance,The film you're looking for is on the shelf.,"Thanks, I'll check the shelf",,
The X you're looking for is Y,29,flag,pole,storage box,shared_truth,The flag you're looking for is on the pole.,"Thanks, I'll check the pole. LEAVE",pole,1
The X you're looking for is Y,29,flag,pole,storage box,ignorance,The flag you're looking for is on the pole.,"Thanks, I'll check the flag pole. LEAVE",pole,1
The X you're looking for is Y,30,flashlight,drawer,shelf,shared_truth,The flashlight you're looking for is on the drawer.,"Got it, I'll check the drawer. LEAVE.",drawer,1
The X you're looking for is Y,30,flashlight,drawer,shelf,ignorance,The flashlight you're looking for is on the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
The X you're looking for is Y,31,flask,locker,desk,shared_truth,The flask you're looking for is on the locker.,I will check the locker. LEAVE,locker,1
The X you're looking for is Y,31,flask,locker,desk,ignorance,The flask you're looking for is on the locker.,I will check the locker. LEAVE.,locker,1
The X you're looking for is Y,32,fork,counter,drawer,shared_truth,The fork you're looking for is on the counter.,"Thanks, I'll check the counter. LEAVE.",counter,1
The X you're looking for is Y,32,fork,counter,drawer,ignorance,The fork you're looking for is on the counter.,I'll check the counter. LEAVE,counter,1
The X you're looking for is Y,33,frame,wall,desk,shared_truth,The frame you're looking for is right there on the wall.,"Thanks, I'll check the wall. LEAVE",wall,1
The X you're looking for is Y,33,frame,wall,desk,ignorance,The frame you're looking for is right there on the wall.,"Thanks, Mia. I'll check the wall. LEAVE",wall,1
The X you're looking for is Y,34,glasses,shelf,counter,shared_truth,The glasses you're looking for is right there on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1
The X you're looking for is Y,34,glasses,shelf,counter,ignorance,The glasses you're looking for is right there on the shelf.,"Got it, I'll check the shelf. LEAVE",shelf,1
The X you're looking for is Y,35,globe,shelf,desk,shared_truth,The globe you're looking for is on the shelf.,"Great, I'll check the shelf. LEAVE",shelf,1
The X you're looking for is Y,35,globe,shelf,desk,ignorance,The globe you're looking for is on the shelf.,I'll check the shelf. LEAVE,shelf,1
The X you're looking for is Y,36,glove,bench,coat pocket,shared_truth,The glove you're looking for is right over there on the bench.,"Thank you, I will check the bench. LEAVE",bench,1
The X you're looking for is Y,36,glove,bench,coat pocket,ignorance,The glove you're looking for is right over there on the bench.,I'll check the bench then. LEAVE.,bench,1
The X you're looking for is Y,37,hammer,floor,shelf,shared_truth,The hammer you're looking for is on the floor.,"Thanks, I'll check the floor. LEAVE.",floor,1
The X you're looking for is Y,37,hammer,floor,shelf,ignorance,The hammer you're looking for is on the floor.,"Thanks, I'll check the floor. LEAVE",floor,1
The X you're looking for is Y,38,hat,hook,chair,shared_truth,The hat you're looking for is on the hook.,"Thanks, I will check the hook. LEAVE.",hook,1
The X you're looking for is Y,38,hat,hook,chair,ignorance,The hat you're looking for is on the hook.,"Thanks, I will check the hook. LEAVE",hook,1
The X you're looking for is Y,39,jacket,hook,chair,shared_truth,The jacket you're looking for is hanging on the coat hook.,"Thanks, I'll check the coat hook. LEAVE",hook,1
The X you're looking for is Y,39,jacket,hook,chair,ignorance,The jacket you're looking for is hanging on the coat hook.,"Thanks, I'll check the coat hook. LEAVE",hook,1
The X you're looking for is Y,40,jar,counter,shelf,shared_truth,The jar you're looking for is on the counter.,"Thanks, I'll check the counter. LEAVE.",counter,1
The X you're looking for is Y,40,jar,counter,shelf,ignorance,The jar you're looking for is on the counter.,"Thanks, I'll check the counter. LEAVE",counter,1
The X you're looking for is Y,41,key,red box,blue box,shared_truth,The key you're looking for is in the red box.,"Perfect, I'll check the red box. LEAVE",red box,1
The X you're looking for is Y,41,key,red box,blue box,ignorance,The key you're looking for is in the red box.,I will check the red box. LEAVE.,red box,1
The X you're looking for is Y,42,knob,box,shelf,shared_truth,The knob you're looking for is on the box.,"Thanks, I'll look on the box. LEAVE",box,1
The X you're looking for is Y,42,knob,box,shelf,ignorance,The knob you're looking for is on the box.,"Thanks, I'll check the box. LEAVE",box,1
The X you're looking for is Y,43,lantern,truck,tent,shared_truth,The lantern you're looking for is in the truck.,"Thanks, I'll check the truck. LEAVE",truck,1
The X you're looking for is Y,43,lantern,truck,tent,ignorance,The lantern you're looking for is in the truck.,"Thanks, I'll check the truck. LEAVE",truck,1
The X you're looking for is Y,44,lanyard,locker,desk,shared_truth,The lanyard you're looking for is over there on the locker.,"Perfect, I'll grab it from the locker. LEAVE",locker,1
The X you're looking for is Y,44,lanyard,locker,desk,ignorance,The lanyard you're looking for is over there on the locker.,"Thanks, I'll check the locker. LEAVE.",locker,1
The X you're looking for is Y,45,leash,hook,table,shared_truth,The leash you're looking for is on the hook.,"Thanks, Mia. I'll check the hook. LEAVE",hook,1
The X you're looking for is Y,45,leash,hook,table,ignorance,The leash you're looking for is on the hook.,"Thanks, I'll check the hook. LEAVE",hook,1
The X you're looking for is Y,46,lens,bag,lens case,shared_truth,The lens you're looking for is in the bag.,"Thanks, I'll check the bag. LEAVE.",bag,1
The X you're looking for is Y,46,lens,bag,lens case,ignorance,The lens you're looking for is in the bag.,I'll check the camera bag then. LEAVE.,bag,1
The X you're looking for is Y,47,letter,mat,mailbox,shared_truth,The letter you're looking for is on the door mat.,"Thanks, I'll check the door mat then. LEAVE",mat,1
The X you're looking for is Y,47,letter,mat,mailbox,ignorance,The letter you're looking for is on the door mat.,"Thanks, I'll check the door mat. LEAVE.",mat,1
The X you're looking for is Y,48,lighter,pocket,drawer,shared_truth,The lighter you're looking for is in the jacket pocket.,"Thanks, I'll check the jacket pocket. LEAVE.",pocket,1
The X you're looking for is Y,48,lighter,pocket,drawer,ignorance,The lighter you're looking for is in the jacket pocket.,"Thanks, I will check the jacket pocket. LEAVE.",pocket,1
The X you're looking for is Y,49,lock,gate,shed,shared_truth,The lock you're looking for is on the gate.,I will check the gate then. LEAVE,gate,1
The X you're looking for is Y,49,lock,gate,shed,ignorance,The lock you're looking for is on the gate.,I'll check the gate then. LEAVE,gate,1
The X you're looking for is Y,50,map,wall,table,shared_truth,The map you're looking for is on the wall.,"Thanks, I'll check the wall then. LEAVE",wall,1
The X you're looking for is Y,50,map,wall,table,ignorance,The map you're looking for is on the wall.,I will look on the wall. LEAVE,wall,1
The X you're looking for is Y,51,marker,tray,cup,shared_truth,The marker you're looking for is in the tray.,I will look in the tray. LEAVE,tray,1
The X you're looking for is Y,51,marker,tray,cup,ignorance,The marker you're looking for is in the tray.,"Thanks, I will check the tray. LEAVE",tray,1
The X you're looking for is Y,52,mask,drawer,hook,shared_truth,The mask you're looking for is on the drawer.,"Thank you, I will check the drawer. LEAVE.",drawer,1
The X you're looking for is Y,52,mask,drawer,hook,ignorance,The mask you're looking for is on the drawer.,"Thanks, I'll check the drawer. LEAVE.",drawer,1
The X you're looking for is Y,53,mat,shelf,floor,shared_truth,The mat you're looking for is on the shelf.,I'll check the shelf then. LEAVE.,shelf,1
The X you're looking for is Y,53,mat,shelf,floor,ignorance,The mat you're looking for is on the shelf.,"Got it, I'll look on the shelf. LEAVE",shelf,1
The X you're looking for is Y,54,medal,box,shelf,shared_truth,The medal you're looking for is on the display box.,"Thank you, I'll check the display",,
The X you're looking for is Y,54,medal,box,shelf,ignorance,The medal you're looking for is on the display box.,"Thanks, I will check the display box. LEAVE",box,1
The X you're looking for is Y,55,mirror,shelf,wall,shared_truth,The mirror you're looking for is on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1
The X you're looking for is Y,55,mirror,shelf,wall,ignorance,The mirror you're looking for is on the shelf.,"Thanks, I will check the shelf. LEAVE.",shelf,1
The X you're looking for is Y,56,mug,rack,shelf,shared_truth,The mug you're looking for is on the drying rack.,"Thanks, I'll check the drying rack then. LEAVE.",rack,1
The X you're looking for is Y,56,mug,rack,shelf,ignorance,The mug you're looking for is on the drying rack.,"Thanks, I'll check the drying rack. LEAVE",rack,1
The X you're looking for is Y,57,needle,drawer,box,shared_truth,The needle you're looking for is in the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1
The X you're looking for is Y,57,needle,drawer,box,ignorance,The needle you're looking for is in the drawer.,Thank you. I will check the drawer. LEAVE,drawer,1
The X you're looking for is Y,58,net,shed,yard,shared_truth,The net you're looking for is in the storage shed.,"Thanks, Mia. I'll check the storage shed. LEAVE.",shed,1
The X you're looking for is Y,58,net,shed,yard,ignorance,The net you're looking for is in the storage shed.,"Thanks, I'll go check the storage shed then. LEAVE",shed,1
The X you're looking for is Y,59,notebook,desk,backpack,shared_truth,The notebook you're looking for is in the desk.,I'll check the desk then. LEAVE,desk,1
The X you're looking for is Y,59,notebook,desk,backpack,ignorance,The notebook you're looking for is in the desk.,"Thanks, I'll check the desk. LEAVE",desk,1
The X you're looking for is Y,60,package,back porch,,shared_truth,The package you're looking for is on the back porch.,"Great, I'll check the back porch then. LEAVE",,
The X you're looking for is Y,60,package,back porch,,ignorance,The package you're looking for is on the back porch.,I'll check the back porch then. LEAVE,,
The X you're looking for is Y,61,pail,shed,porch,shared_truth,The pail you're looking for is on the shed.,"Thank you, I'll go look on the shed. LEAVE",shed,1
The X you're looking for is Y,61,pail,shed,porch,ignorance,The pail you're looking for is on the shed.,"Thanks, I'll check the shed. LEAVE.",shed,1
