pattern,episode,belief,item,true_location,other_location,scenario,mia_opening,n_turns,dialogue,final_choice,correct
Are you looking for X?,34,shared_truth,glasses,shelf,counter,Two people are in a kitchen with a counter and a shelf. A pair of glasses has been left on one of these two places.,Are you looking for the glasses? It's right there on the shelf.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the glasses? It's right there on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE.",shelf,1
Are you looking for X?,35,false_belief,globe,shelf,desk,Two people are in a study with a desk and a shelf. A globe has been placed on one of these two places.,Are you looking for the globe? It's on the shelf.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the globe? It's on the shelf.
[[Turn 1] [Ava Thompson]: I thought it was on the desk, but I'll check the shelf. LEAVE",shelf,1
Are you looking for X?,35,ignorance,globe,shelf,desk,Two people are in a study with a desk and a shelf. A globe has been placed on one of these two places.,Are you looking for the globe? It's on the shelf.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the globe? It's on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE",shelf,1
Are you looking for X?,35,shared_truth,globe,shelf,desk,Two people are in a study with a desk and a shelf. A globe has been placed on one of these two places.,Are you looking for the globe? It's on the shelf.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the globe? It's on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I will look on the shelf. LEAVE",shelf,1
Are you looking for X?,36,false_belief,glove,bench,coat pocket,Two people are at a park with a bench and a coat pocket. A glove has been left on one of these two places.,Are you looking for the glove? It's right over there on the bench.,4,"[[Turn 0] [Mia Sanders]: Are you looking for the glove? It's right over there on the bench.
[[Turn 1] [Ava Thompson]: Really? I thought it might be in the coat pocket. Are you sure?
[[Turn 2] [Mia Sanders]: Yes, I'm positive. It's definitely on the bench.
[[Turn 3] [Ava Thompson]: Okay, I'll trust you and check the bench. LEAVE",bench,1
Are you looking for X?,36,ignorance,glove,bench,coat pocket,Two people are at a park with a bench and a coat pocket. A glove has been left on one of these two places.,Are you looking for the glove? It's right over there on the bench.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the glove? It's right over there on the bench.
[[Turn 1] [Ava Thompson]: I will check the bench then. LEAVE.",bench,1
Are you looking for X?,36,shared_truth,glove,bench,coat pocket,Two people are at a park with a bench and a coat pocket. A glove has been left on one of these two places.,Are you looking for the glove? It's right over there on the bench.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the glove? It's right over there on the bench.
[[Turn 1] [Ava Thompson]: Thank you, I will check the bench. LEAVE.",bench,1
Are you looking for X?,37,false_belief,hammer,floor,shelf,Two people are in a shed with a shelf and the floor. A hammer has been left on one of these two places.,Are you looking for the hammer? It's on the floor.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the hammer? It's on the floor.
[[Turn 1] [Ava Thompson]: I'll check the floor then. LEAVE.",floor,1
Are you looking for X?,37,ignorance,hammer,floor,shelf,Two people are in a shed with a shelf and the floor. A hammer has been left on one of these two places.,Are you looking for the hammer? It's on the floor.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the hammer? It's on the floor.
[[Turn 1] [Ava Thompson]: I'll look on the floor then. LEAVE",floor,1
Are you looking for X?,37,shared_truth,hammer,floor,shelf,Two people are in a shed with a shelf and the floor. A hammer has been left on one of these two places.,Are you looking for the hammer? It's on the floor.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the hammer? It's on the floor.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the floor. LEAVE.",floor,1
Are you looking for X?,38,false_belief,hat,hook,chair,Two people are in a hallway with a hook and a chair. A hat has been left on one of these two places.,Are you looking for the hat? It's on the hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the hat? It's on the hook.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the hook then. LEAVE",hook,1
Are you looking for X?,38,ignorance,hat,hook,chair,Two people are in a hallway with a hook and a chair. A hat has been left on one of these two places.,Are you looking for the hat? It's on the hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the hat? It's on the hook.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the hook. LEAVE",hook,1
Are you looking for X?,38,shared_truth,hat,hook,chair,Two people are in a hallway with a hook and a chair. A hat has been left on one of these two places.,Are you looking for the hat? It's on the hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the hat? It's on the hook.
[[Turn 1] [Ava Thompson]: Thanks, I will check the hook. LEAVE",hook,1
Are you looking for X?,39,false_belief,jacket,hook,chair,Two people are in an office with a coat hook and a chair. A jacket has been left on one of these two places.,Are you looking for the jacket? It's hanging on the coat hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the jacket? It's hanging on the coat hook.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the chair, so I'll check the chair. LEAVE",chair,0
Are you looking for X?,39,ignorance,jacket,hook,chair,Two people are in an office with a coat hook and a chair. A jacket has been left on one of these two places.,Are you looking for the jacket? It's hanging on the coat hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the jacket? It's hanging on the coat hook.
[[Turn 1] [Ava Thompson]: Thank you, I will check the coat hook. LEAVE",hook,1
Are you looking for X?,39,shared_truth,jacket,hook,chair,Two people are in an office with a coat hook and a chair. A jacket has been left on one of these two places.,Are you looking for the jacket? It's hanging on the coat hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the jacket? It's hanging on the coat hook.
[[Turn 1] [Ava Thompson]: Great, I'll check the coat hook. LEAVE",hook,1
Are you looking for X?,3,false_belief,belt,chair,closet,Two people are in a bedroom with a closet and a chair. A belt has been left on one of these two places.,Are you looking for the belt? It's on the chair.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the belt? It's on the chair.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the chair then. LEAVE",chair,1
Are you looking for X?,3,ignorance,belt,chair,closet,Two people are in a bedroom with a closet and a chair. A belt has been left on one of these two places.,Are you looking for the belt? It's on the chair.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the belt? It's on the chair.
[[Turn 1] [Ava Thompson]: I'll look on the chair then. LEAVE",chair,1
Are you looking for X?,3,shared_truth,belt,chair,closet,Two people are in a bedroom with a closet and a chair. A belt has been left on one of these two places.,Are you looking for the belt? It's on the chair.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the belt? It's on the chair.
[[Turn 1] [Ava Thompson]: I'll look on the chair then. LEAVE.",chair,1
Are you looking for X?,40,false_belief,jar,counter,shelf,Two people are in a pantry with a shelf and a counter. A jar has been placed on one of these two places.,Are you looking for the jar? It's on the counter.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the jar? It's on the counter.
[[Turn 1] [Ava Thompson]: I'll check the counter. LEAVE",counter,1
Are you looking for X?,40,ignorance,jar,counter,shelf,Two people are in a pantry with a shelf and a counter. A jar has been placed on one of these two places.,Are you looking for the jar? It's on the counter.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the jar? It's on the counter.
[[Turn 1] [Ava Thompson]: I'll check the counter then. LEAVE",counter,1
Are you looking for X?,40,shared_truth,jar,counter,shelf,Two people are in a pantry with a shelf and a counter. A jar has been placed on one of these two places.,Are you looking for the jar? It's on the counter.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the jar? It's on the counter.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the counter. LEAVE",counter,1
Are you looking for X?,41,false_belief,key,red box,blue box,Two people are in a room with a red box and a blue box. A key has been placed in one of the boxes.,Are you looking for the key? It's in the red box.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the key? It's in the red box.
[[Turn 1] [Ava Thompson]: I actually believe it's in the blue box, so I will check the blue box. LEAVE.",blue box,0
Are you looking for X?,41,ignorance,key,red box,blue box,Two people are in a room with a red box and a blue box. A key has been placed in one of the boxes.,Are you looking for the key? It's in the red box.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the key? It's in the red box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the red box. LEAVE.",red box,1
Are you looking for X?,41,shared_truth,key,red box,blue box,Two people are in a room with a red box and a blue box. A key has been placed in one of the boxes.,Are you looking for the key? It's in the red box.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the key? It's in the red box.
[[Turn 1] [Ava Thompson]: I thought so too. I'll check the red box. LEAVE",red box,1
Are you looking for X?,42,false_belief,knob,box,shelf,Two people are in a hardware store with a box and a shelf. A door knob has been placed on one of these two places.,Are you looking for the knob? It's on the box.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the knob? It's on the box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the box. LEAVE",box,1
Are you looking for X?,42,ignorance,knob,box,shelf,Two people are in a hardware store with a box and a shelf. A door knob has been placed on one of these two places.,Are you looking for the knob? It's on the box.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the knob? It's on the box.
[[Turn 1] [Ava Thompson]: Thank you, I will check the box. LEAVE.",box,1
Are you looking for X?,42,shared_truth,knob,box,shelf,Two people are in a hardware store with a box and a shelf. A door knob has been placed on one of these two places.,Are you looking for the knob? It's on the box.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the knob? It's on the box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the box. LEAVE",box,1
Are you looking for X?,43,false_belief,lantern,truck,tent,Two people are at a campsite with a tent and a truck. A lantern has been left in one of these two places.,Are you looking for the lantern? It's in the truck.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the lantern? It's in the truck.
[[Turn 1] [Ava Thompson]: I thought it was in the tent, but I'll check the truck. LEAVE",truck,1
Are you looking for X?,43,ignorance,lantern,truck,tent,Two people are at a campsite with a tent and a truck. A lantern has been left in one of these two places.,Are you looking for the lantern? It's in the truck.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the lantern? It's in the truck.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the truck. LEAVE",truck,1
Are you looking for X?,43,shared_truth,lantern,truck,tent,Two people are at a campsite with a tent and a truck. A lantern has been left in one of these two places.,Are you looking for the lantern? It's in the truck.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the lantern? It's in the truck.
[[Turn 1] [Ava Thompson]: Thanks, I'll look in the truck. LEAVE",truck,1
Are you looking for X?,44,false_belief,lanyard,locker,desk,Two people are in a staff room with a locker and a desk. A lanyard has been left on one of these two places.,Are you looking for the lanyard? It's over there on the locker.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the lanyard? It's over there on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I thought it was on the desk, but I'll check the locker. LEAVE",locker,1
Are you looking for X?,44,ignorance,lanyard,locker,desk,Two people are in a staff room with a locker and a desk. A lanyard has been left on one of these two places.,Are you looking for the lanyard? It's over there on the locker.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the lanyard? It's over there on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the locker then. LEAVE",locker,1
Are you looking for X?,44,shared_truth,lanyard,locker,desk,Two people are in a staff room with a locker and a desk. A lanyard has been left on one of these two places.,Are you looking for the lanyard? It's over there on the locker.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the lanyard? It's over there on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the locker then. LEAVE",locker,1
Are you looking for X?,45,false_belief,leash,hook,table,Two people are in a hallway with a hook and a table. A leash has been left on one of these two places.,Are you looking for the leash? It's on the hook.,2,"[[Turn 0] [Mia Sanders]: Are you looking for the leash? It's on the hook.
[[Turn 1] [Ava Thompson]: I thought it was on the table, but I'll check the hook. LEAVE",hook,1
